# pillbox-gtin version=2026-09-09 count=57672
#
# Штрихкоды упаковок. Собирается скриптом tools/extract_esklp.py —
# правьте исходники, а не этот файл.
#
# Два источника:
#   ЕСКЛП (Минздрав) — только ЖНВЛП: штрихкод там лежит в блоке
#     предельных цен, а он заполняется лишь для препаратов из перечня;
#   source/gtin_manual.tsv — коды с упаковок, внесённые вручную
#     (0 шт.): препараты вне перечня и БАДы.
#
# Код приведён к 14 знакам — так он приходит из кода маркировки.
#
# manual-gtins:
#
# Формат: код;название;действующее вещество;форма;дозировка;единица
gtin;name;inn;form;strength;unit
03664798056228;Депакин энтерик 300;Вальпроевая Кислота;TABLET;300;MG
03664798056303;Сарклиза;Изатуксимаб;INJECTION;20;MG
03664798056310;Сарклиза;Изатуксимаб;INJECTION;20;MG
03664798056778;Капрелса;Вандетаниб;TABLET;300;MG
03664798057461;Капрелса;Вандетаниб;TABLET;100;MG
03664798057928;Апидра СолоСтар;Инсулин Глулизин;INJECTION;;
03664798057997;Туджео СолоСтар;Инсулин Гларгин;INJECTION;;
03664798058000;Туджео СолоСтар;Инсулин Гларгин;INJECTION;;
03664798058017;Но-шпа;Дротаверин;TABLET;40;MG
03664798058031;Но-шпа;Дротаверин;TABLET;40;MG
03664798058048;Но-шпа форте;Дротаверин;TABLET;80;MG
03664798058055;Но-шпа форте;Дротаверин;TABLET;80;MG
03664798058451;Депакин Хроносфера;Вальпроевая Кислота;POWDER;100;MG
03664798058468;Депакин Хроносфера;Вальпроевая Кислота;POWDER;250;MG
03664798058475;Депакин Хроносфера;Вальпроевая Кислота;POWDER;500;MG
03664798058482;Депакин Хроносфера;Вальпроевая Кислота;POWDER;750;MG
03664798058499;Депакин Хроносфера;Вальпроевая Кислота;POWDER;1000;MG
03664798058925;Пралуэнт;Алирокумаб;INJECTION;150;MG
03664798058932;Пралуэнт;Алирокумаб;INJECTION;75;MG
03664798059205;Апидра СолоСтар;Инсулин Глулизин;INJECTION;;
03664798059267;Таваник;Левофлоксацин;TABLET;500;MG
03664798059274;Таваник;Левофлоксацин;TABLET;500;MG
03664798059441;Туджео СолоСтар;Инсулин Гларгин;INJECTION;;
03664798059458;Туджео СолоСтар;Инсулин Гларгин;INJECTION;;
03664798059465;Апидра СолоСтар;Инсулин Глулизин;INJECTION;;
03664798059472;Альдуразим;Ларонидаза;INJECTION;;
03664798059755;Но-шпа;Дротаверин;INJECTION;20;MG
03664798059922;Лазолван Макс;Амброксол;CAPSULE;75;MG
03664798060232;Зодак;Цетиризин;TABLET;10;MG
03664798060249;Зодак;Цетиризин;TABLET;10;MG
03664798060294;Гутталакс Экспресс;Бисакодил;SUPPOSITORY;10;MG
03664798060676;Лазолван;Амброксол;SYRUP;15;MG
03664798060683;Лазолван;Амброксол;SYRUP;30;MG
03664798060720;Лазолван;Амброксол;INHALER;7.5;MG
03664798061376;Зодак;Цетиризин;DROPS;10;MG
03664798062779;Менактра;Вакцина Для Профилактики Менингококковой Инфекции Серогрупп A C W Y Полисахаридная Конъюгированная;INJECTION;0.5;ML
03664798063684;Менактра;Вакцина Для Профилактики Менингококковой Инфекции Серогрупп A C W Y Полисахаридная Конъюгированная;INJECTION;0.5;ML
03664798063868;Арава;Лефлуномид;TABLET;10;MG
03664798063905;Арава;Лефлуномид;TABLET;20;MG
03664798064223;Депакин хроно;Вальпроевая Кислота;TABLET;300;MG
03664798064230;Депакин хроно;Вальпроевая Кислота;TABLET;500;MG
03664798064391;Имован;Зопиклон;TABLET;7.5;MG
03664798065244;Сарклиза;Изатуксимаб;INJECTION;20;MG
03664798065251;Сарклиза;Изатуксимаб;INJECTION;20;MG
03664798065572;Залтрап;Афлиберцепт;INJECTION;25;MG
03664798065596;Залтрап;Афлиберцепт;INJECTION;25;MG
03664798065701;Депакин Хроносфера;Вальпроевая Кислота;POWDER;100;MG
03664798065718;Депакин Хроносфера;Вальпроевая Кислота;POWDER;250;MG
03664798065725;Депакин Хроносфера;Вальпроевая Кислота;POWDER;500;MG
03664798065732;Депакин Хроносфера;Вальпроевая Кислота;POWDER;750;MG
03664798065749;Депакин Хроносфера;Вальпроевая Кислота;POWDER;1000;MG
03664798065916;Пралуэнт;Алирокумаб;INJECTION;150;MG
03664798066012;Плаквенил;Гидроксихлорохин;TABLET;200;MG
03664798066050;Но-шпа;Дротаверин;TABLET;40;MG
03664798066241;Депакин;Вальпроевая Кислота;SYRUP;57.64;MG
03664798066265;Депакин энтерик 300;Вальпроевая Кислота;TABLET;300;MG
03664798066319;Кордарон;Амиодарон;TABLET;200;MG
03664798066326;Соликва СолоСтар;Инсулин Гларгин + Ликсисенатид;INJECTION;;
03664798066333;Соликва СолоСтар;Инсулин Гларгин + Ликсисенатид;INJECTION;;
03664798066500;Метформин Санофи;Метформин;TABLET;1000;MG
03664798066517;Метформин Санофи;Метформин;TABLET;500;MG
03664798066524;Метформин Санофи;Метформин;TABLET;850;MG
03664798066616;Плавикс;Клопидогрел;TABLET;75;MG
03664798066623;Плавикс;Клопидогрел;TABLET;75;MG
03664798066821;Дупиксент;Дупилумаб;INJECTION;175;MG
03664798066838;Дупиксент;Дупилумаб;INJECTION;150;MG
03664798066920;Зодак;Цетиризин;TABLET;10;MG
03664798066937;Зодак;Цетиризин;TABLET;10;MG
03664798069754;Лазолван;Амброксол;SYRUP;30;MG
03664798070774;Пентаксим;Вакцина Для Профилактики Дифтерии И Столбняка Адсорбированная, Коклюша Ацеллюлярная, Полиомиелита Инактивированная И Инфекции, Вызываемой Haemophilus Influenzae Тип B, Конъюгированная;POWDER;;
03664798071443;МенКвадфи;Вакцина Для Профилактики Менингококковой Инфекции Серогрупп A, C, W, Y, Полисахаридная Конъюгированная;INJECTION;0.5;ML
03664798072204;Лемтрада;Алемтузумаб;INJECTION;10;MG
03664798074413;Лантус СолоСтар;Инсулин Гларгин;INJECTION;;
03664798075212;Тимоглобулин;Иммуноглобулин Кролика Антитимоцитарный;POWDER;25;MG
03664798076097;Таваник;Левофлоксацин;TABLET;500;MG
03664798076103;Таваник;Левофлоксацин;TABLET;500;MG
03664798076509;Торвакард;Аторвастатин;TABLET;10;MG
03664798076516;Торвакард;Аторвастатин;TABLET;20;MG
03664798076523;Торвакард;Аторвастатин;TABLET;10;MG
03664798076530;Торвакард;Аторвастатин;TABLET;20;MG
03664798079012;Коронал;Бисопролол;TABLET;10;MG
03664798079029;Коронал;Бисопролол;TABLET;5;MG
03664798079036;Коронал;Бисопролол;TABLET;10;MG
03664798079043;Коронал;Бисопролол;TABLET;5;MG
03664798085310;Депакин хроно;Вальпроевая Кислота;TABLET;300;MG
03664798085327;Депакин хроно;Вальпроевая Кислота;TABLET;500;MG
03664898123066;Престариум А;Периндоприл;TABLET;10;MG
03665585001841;Смекта;Смектит Диоктаэдрический;POWDER;3;G
03665585002190;Смекта;Смектит Диоктаэдрический;POWDER;3;G
03665585002374;Смекта;Смектит Диоктаэдрический;OINTMENT;3;G
03665585002398;Смекта;Смектит Диоктаэдрический;POWDER;3;G
03665585002817;Фортранс;Макрогол;POWDER;64;G
03665585003067;Форлакс;Макрогол;POWDER;4;G
03665585003210;Форлакс;Макрогол;POWDER;10;G
03665585003838;Смекта;Смектит Диоктаэдрический;POWDER;3;G
03665585003906;Смекта;Смектит Диоктаэдрический;POWDER;3;G
03665585003913;Смекта;Смектит Диоктаэдрический;POWDER;3;G
03665585003920;Смекта;Смектит Диоктаэдрический;POWDER;3;G
03700039500430;Утрожестан;Прогестерон;CAPSULE;200;MG
03701217200616;Утрожестан;Прогестерон;CAPSULE;100;MG
03701217200623;Утрожестан;Прогестерон;CAPSULE;200;MG
03701217200753;Андрогель;Тестостерон;OINTMENT;10;MG
03760008320193;Бетасерк;Бетагистин;TABLET;16;MG
03760008320216;Бетасерк;Бетагистин;TABLET;24;MG
03760008320223;Бетасерк;Бетагистин;TABLET;8;MG
03760008320247;Физиотенз;Моксонидин;TABLET;0.2;MG
03760008320254;Физиотенз;Моксонидин;TABLET;0.4;MG
03760008320995;Бетасерк;Бетагистин;TABLET;24;MG
03760008321725;Дюспаталин;Мебеверин;CAPSULE;200;MG
03800010629409;Фуросемид Софарма;Фуросемид;TABLET;40;MG
03800010629416;Фуросемид Софарма;Фуросемид;TABLET;40;MG
03800010629744;Амброксол Врамед;Амброксол;SYRUP;15;MG
03800010629751;Амброксол Врамед;Амброксол;SYRUP;15;MG
03800010653442;Пенестер;Финастерид;TABLET;5;MG
03800010653459;Пенестер;Финастерид;TABLET;5;MG
03800010653886;Кардикет;Изосорбида Динитрат;TABLET;20;MG
03800010653893;Кардикет;Изосорбида Динитрат;TABLET;20;MG
03800010653909;Кардикет;Изосорбида Динитрат;TABLET;40;MG
03800010653916;Кардикет;Изосорбида Динитрат;TABLET;40;MG
03800010654005;Фокусин;Тамсулозин;CAPSULE;0.4;MG
03800010654012;Фокусин;Тамсулозин;CAPSULE;0.4;MG
03800021100751;Кетопрофен ДС;Кетопрофен;INJECTION;50;MG
03800021100768;Кетопрофен ДС;Кетопрофен;INJECTION;50;MG
03800021110385;Диклофарм;Диклофенак;INJECTION;25;MG
03800021110392;Пирацетам ДС;Пирацетам;INJECTION;200;MG
03800021110408;Дротаверин Дс;Дротаверин;INJECTION;20;MG
03800021110422;Лидокаин ДС;Лидокаин;INJECTION;20;MG
03800021110811;Дротаверин Дс;Дротаверин;INJECTION;20;MG
03800021110828;Пирацетам ДС;Пирацетам;INJECTION;200;MG
03800021110835;Диклофарм;Диклофенак;INJECTION;25;MG
03800021110842;Лидокаин ДС;Лидокаин;INJECTION;20;MG
03800021113942;Звездочка Бронхо;Амброксол;SYRUP;15;MG
03800021113959;Звездочка Бронхо;Амброксол;SYRUP;30;MG
03800021114017;Кетопрофен ДС;Кетопрофен;INJECTION;50;MG
03800021114024;Кетопрофен ДС;Кетопрофен;INJECTION;50;MG
03800021114949;Амброгуд;Амброксол;SYRUP;15;MG
03800021114956;Амброгуд;Амброксол;SYRUP;15;MG
03800021114963;Амброгуд;Амброксол;SYRUP;30;MG
03800021114970;Амброгуд;Амброксол;SYRUP;30;MG
03800021115229;Амброксол ДС;Амброксол;SYRUP;15;MG
03800021115236;Амброксол ДС;Амброксол;SYRUP;15;MG
03800021115243;Амброксол ДС;Амброксол;SYRUP;30;MG
03800021115250;Амброксол ДС;Амброксол;SYRUP;30;MG
03800021116158;Ибупрофен ВП;Ибупрофен;SUSPENSION;100;MG
03800021116165;Ибупрофен ВП;Ибупрофен;SUSPENSION;100;MG
03800021116172;Ибупрофен ВП;Ибупрофен;SUSPENSION;100;MG
03800021116776;Ибупирин Кидс;Ибупрофен;SUSPENSION;100;MG
03800021116974;Ибупирин Кидс;Ибупрофен;SUSPENSION;100;MG
03800021116981;Ибупирин Кидс;Ибупрофен;SUSPENSION;100;MG
03800041903059;Верапамил Софарма;Верапамил;TABLET;80;MG
03800041903073;Верапамил Софарма;Верапамил;TABLET;40;MG
03800089810029;Дротаверин-Тева;Дротаверин;TABLET;40;MG
03800089810043;Дротаверин-Тева;Дротаверин;TABLET;40;MG
03800089811019;Амлонорм;Амлодипин;TABLET;5;MG
03800089811026;Амлонорм;Амлодипин;TABLET;5;MG
03800089811033;Амлонорм;Амлодипин;TABLET;10;MG
03800089811040;Амлонорм;Амлодипин;TABLET;10;MG
03800089811057;Тромбогард 100;Ацетилсалициловая Кислота;TABLET;100;MG
03800089811064;Тромбогард 100;Ацетилсалициловая Кислота;TABLET;100;MG
03800089811071;Лизиноприл-Акрихин;Лизиноприл;TABLET;5;MG
03800089811088;Лизиноприл-Акрихин;Лизиноприл;TABLET;10;MG
03800089811095;Лизиноприл-Акрихин;Лизиноприл;TABLET;20;MG
03800089811200;Метокор Адифарм;Метопролол;TABLET;50;MG
03800089811217;Метокор Адифарм;Метопролол;TABLET;50;MG
03800089811224;Метокор Адифарм;Метопролол;TABLET;100;MG
03800089811231;Метокор Адифарм;Метопролол;TABLET;100;MG
03800089811248;Метокор Адифарм;Метопролол;INJECTION;1;MG
03800089811323;Лосакор;Лозартан;TABLET;12.5;MG
03800089811347;Лосакор;Лозартан;TABLET;50;MG
03800089811354;Лосакор;Лозартан;TABLET;100;MG
03800089811378;Тромбогард 100;Ацетилсалициловая Кислота;TABLET;100;MG
03800089811385;Тромбогард 100;Ацетилсалициловая Кислота;TABLET;100;MG
03800089811392;Тромбогард 100;Ацетилсалициловая Кислота;TABLET;100;MG
03800089811460;Метокор Адифарм;Метопролол;INJECTION;1;MG
03800089811491;Тромбогард 100;Ацетилсалициловая Кислота;TABLET;100;MG
03800089830256;Лизиноприл-Акрихин;Лизиноприл;TABLET;10;MG
03800089830263;Лизиноприл-Акрихин;Лизиноприл;TABLET;20;MG
03800089830270;Лизиноприл-Акрихин;Лизиноприл;TABLET;5;MG
03800089830287;Лизиноприл-Акрихин;Лизиноприл;TABLET;10;MG
03800089830294;Лизиноприл-Акрихин;Лизиноприл;TABLET;20;MG
03800089830300;Лизиноприл-Акрихин;Лизиноприл;TABLET;5;MG
03800089830324;Левофлоксацин-Акрихин;Левофлоксацин;TABLET;500;MG
03800089830331;Левофлоксацин-Акрихин;Левофлоксацин;TABLET;500;MG
03800089830348;Левофлоксацин-Акрихин;Левофлоксацин;TABLET;500;MG
03800089830355;Левофлоксацин-Акрихин;Левофлоксацин;TABLET;500;MG
03800200700512;Амлодипин-Чайкафарма;Амлодипин;TABLET;5;MG
03800200700529;Амлодипин-Чайкафарма;Амлодипин;TABLET;10;MG
